,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
8,74,Dogecoin,DOGE,dogecoin,748,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140259856383.70523,140259856383.70523,True,,9,,,,2023-07-21T08:04:00.000Z,0.07134214675302257,653768256.107603,130.1081,-1.13072244,3.40558593,1.65739917,10.86535823,-0.57324947,-9.59332879,10006439257.684168,0.8351,10006439257.68,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
9,1958,TRON,TRX,tron,792,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89718864554.92064,89718956576.8705,True,,10,71659659264.0,5773111104.961694,,2023-07-21T08:04:00.000Z,0.08056291593144595,172412377.29919675,11.1767,-0.42764451,1.11782138,-1.4635465,13.70944395,4.97608049,23.8249645,7228013342.602857,0.6032,7228020756.16,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
10,3890,Polygon,MATIC,polygon,780,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,11,,,,2023-07-21T08:04:00.000Z,0.7605877490092062,367235544.57406884,9.8101,-0.68648154,2.09604575,-11.19654111,17.02900837,-10.94795937,-24.90686138,7088274001.368346,0.5915,7605877490.09,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
11,2,Litecoin,LTC,litecoin,952,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73408301.72743528,84000000.0,False,,12,,,,2023-07-21T08:04:00.000Z,92.06184505768421,547658828.7312921,16.811,-0.43716104,-1.17483427,-8.82676509,9.24922905,1.0173011,7.50277728,6758103699.578878,0.564,7733194984.85,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
12,6636,Polkadot,DOT,polkadot-new,536,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1207149341.4378242,1336628218.743004,True,,13,,,,2023-07-21T08:04:00.000Z,5.4404827138073255,250390997.24639544,101.9004,-0.97621112,4.33621295,-1.8761976,15.63100494,2.75073524,-7.68851213,6567475125.07638,0.5481,7271902718.86,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
13,11419,Toncoin,TON,toncoin,122,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,14,3414166606.0,4800703973.222646,,2023-07-21T08:04:00.000Z,1.4061129778453014,37288556.39686455,131.6273,0.20899643,2.23992754,4.10448974,-0.03137283,-23.25840661,-38.20527549,4825628002.967086,0.4027,7097437552.65,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
14,5805,Avalanche,AVAX,avalanche,468,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,345896659.1560127,432616109.1560127,False,,15,,,,2023-07-21T08:04:00.000Z,13.894900005436643,146138845.70310482,14.8204,-0.44098924,-0.60432106,-9.30828398,13.13189546,-3.23232235,-18.17067934,4806199491.187398,0.4011,10004328003.91,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
0,1,Bitcoin,BTC,bitcoin,10353,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19435093.0,19435093.0,False,,1,,,,2023-07-21T08:08:00.000Z,29784.310675767974,14654923193.307245,8.7858,-0.1909353,-0.64249792,-4.53825194,3.16959177,10.84343247,9.18352562,578860847924.4435,48.3074,625470524191.13,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
1,1027,Ethereum,ETH,ethereum,7140,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120195141.29749367,120195141.29749367,True,,2,,,,2023-07-21T08:08:00.000Z,1889.8150516546198,7037545261.060909,20.9555,-0.1560497,-0.92700951,-5.29606228,4.36502009,4.15102823,2.07425343,227146587159.75732,18.9564,227146587159.76,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
2,825,Tether USDt,USDT,tether,57463,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83819295816.65376,86707788905.0465,True,,3,,,,2023-07-21T08:07:00.000Z,1.0000270252166508,25448626798.470062,13.7187,-0.00821237,-0.00978679,-0.03756023,0.02445904,-0.00543561,-0.01738158,83821561051.28273,6.9949,86710132201.83,,2023-07-21T08:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2023-07-21 14:09:26.805780
3,52,XRP,XRP,xrp,997,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52544091958.0,99988621362.0,False,,4,,,,2023-07-21T08:08:00.000Z,0.7801081460745956,2334923358.739502,-30.7275,-0.6347167,-0.9326899,0.35887055,57.36040754,68.8936518,72.82677853,40990074164.52844,3.4191,78010814607.46,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
4,1839,BNB,BNB,bnb,1525,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153856870.92666784,153856870.92666784,False,,5,,,,2023-07-21T08:08:00.000Z,243.7342593642394,482449943.35873574,-31.6298,0.06020353,0.58643058,-5.03135399,-2.04571175,-20.7817419,-24.47301381,37500190483.41076,3.1281,37500190483.41,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
5,3408,USD Coin,USDC,usd-coin,13396,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26913374367.253212,26913374367.253212,False,,6,,,,2023-07-21T08:07:00.000Z,1.0000144797059458,3107871904.050899,8.3984,5.326e-05,0.00744251,0.00638799,0.00626722,0.00409717,-0.00940048,26913764065.00006,2.2459,26913764065.0,,2023-07-21T08:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2023-07-21 14:09:26.805780
6,2010,Cardano,ADA,cardano,878,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34986721818.464,35999133396.871,False,,7,,,,2023-07-21T08:07:00.000Z,0.3125582421719021,285100647.7257114,-17.8748,-0.651367,-0.86720312,-11.53462381,12.44472169,-13.99856822,-18.93000076,10935388270.936441,0.9126,14065120897.74,,2023-07-21T08:07:00.000Z,,,,,,,2023-07-21 14:09:26.805780
7,5426,Solana,SOL,solana,490,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,403867993.89624214,552977704.0785625,True,,8,,,,2023-07-21T08:07:00.000Z,25.231012681513523,577406624.3814635,-12.0853,-0.38568433,-3.52672621,-12.10556538,50.27272818,27.73688393,18.47267022,10189998475.653511,0.8504,13952187464.2,,2023-07-21T08:07:00.000Z,,,,,,,2023-07-21 14:09:26.805780
8,74,Dogecoin,DOGE,dogecoin,748,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140259856383.70523,140259856383.70523,True,,9,,,,2023-07-21T08:08:00.000Z,0.0715274441179528,653652850.7469991,130.6796,-0.78221198,3.73703391,1.78254441,11.34166356,-0.37520691,-9.34788063,10032429039.47756,0.8372,10032429039.48,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
9,1958,TRON,TRX,tron,792,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89718864554.92064,89718956576.8705,True,,10,71659659264.0,5770639832.733813,,2023-07-21T08:07:00.000Z,0.08052842969116428,171483826.0144386,10.6876,-0.43782415,1.08621399,-1.59883472,13.94069045,4.93601756,23.7397569,7224919276.282018,0.6029,7224926686.67,,2023-07-21T08:07:00.000Z,,,,,,,2023-07-21 14:09:26.805780
10,3890,Polygon,MATIC,polygon,780,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,11,,,,2023-07-21T08:08:00.000Z,0.761026444614002,365223007.2095845,9.6365,-0.53125224,2.24561729,-11.23217646,17.29068351,-10.9575857,-24.87133227,7092362411.488072,0.5919,7610264446.14,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
11,2,Litecoin,LTC,litecoin,952,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73408301.72743528,84000000.0,False,,12,,,,2023-07-21T08:08:00.000Z,92.0851530674934,547345622.3029519,17.1524,-0.32694207,-1.05578663,-8.92225406,9.45988225,0.97930083,7.52436837,6759814700.995617,0.5641,7735152857.67,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
12,6636,Polkadot,DOT,polkadot-new,536,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1207149341.4378242,1336628218.743004,True,,13,,,,2023-07-21T08:07:00.000Z,5.445891013481997,251319444.2957793,103.1964,-0.76853648,4.53449304,-2.08202791,15.89718632,2.81124298,-7.63301871,6574003750.466958,0.5486,7279131604.82,,2023-07-21T08:07:00.000Z,,,,,,,2023-07-21 14:09:26.805780
13,11419,Toncoin,TON,toncoin,122,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,14,3414166606.0,4801649100.554067,,2023-07-21T08:07:00.000Z,1.4063898030388229,37240383.03088197,130.2806,0.17913882,2.26950658,4.03732413,-0.15780246,-23.27265486,-38.54430473,4826578037.158386,0.4027,7098834844.02,,2023-07-21T08:07:00.000Z,,,,,,,2023-07-21 14:09:26.805780
14,5805,Avalanche,AVAX,avalanche,468,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,345896659.1560127,432616109.1560127,False,,15,,,,2023-07-21T08:07:00.000Z,13.905998129373835,145761705.64412063,14.7197,-0.31805897,-0.46038228,-9.11167942,13.30000889,-3.1739064,-18.16440086,4810038295.180172,0.4014,10012318653.15,,2023-07-21T08:07:00.000Z,,,,,,,2023-07-21 14:09:26.805780
0,1,Bitcoin,BTC,bitcoin,10353,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19435093.0,19435093.0,False,,1,,,,2023-07-21T07:38:00.000Z,29778.802815322233,14686229973.193924,9.2655,-0.19746635,-0.87841339,-4.62453146,3.16482305,10.87758482,8.89281242,578753802144.4495,48.2597,625354859121.77,,2023-07-21T07:38:00.000Z,,,,,,2023-07-21 14:00:37.508043,
1,1027,Ethereum,ETH,ethereum,7140,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120195141.29749367,120195141.29749367,True,,2,,,,2023-07-21T07:38:00.000Z,1888.994466067654,7091071018.718904,20.7166,-0.18690481,-1.11523365,-5.62673449,4.24499917,4.32641774,1.7951004,227047956759.18527,18.9289,227047956759.19,,2023-07-21T07:38:00.000Z,,,,,,2023-07-21 14:00:37.508043,
2,825,Tether USDt,USDT,tether,57460,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83819295816.65376,86707788905.0465,True,,3,,,,2023-07-21T07:38:00.000Z,1.0000859683222718,25565527740.50256,14.7847,-0.00511316,-0.01467093,-0.05222455,0.01693399,-0.00852387,-0.0344689,83826501620.88913,6.9912,86715243028.19,,2023-07-21T07:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-07-21 14:00:37.508043,
3,52,XRP,XRP,xrp,997,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52544091958.0,99988621362.0,False,,4,,,,2023-07-21T07:38:00.000Z,0.7801055397037476,2348413901.614379,-29.6216,-1.26789816,-1.24604475,1.19562365,57.79945469,69.05311032,72.3631586,40989937215.13894,3.4186,78010553970.37,,2023-07-21T07:38:00.000Z,,,,,,2023-07-21 14:00:37.508043,
4,1839,BNB,BNB,bnb,1525,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153856870.92666784,153856870.92666784,False,,5,,,,2023-07-21T07:38:00.000Z,243.27246221324785,489343364.6493533,-35.2065,-0.10827586,0.14462503,-6.05816973,-2.52398015,-20.86245718,-24.73120866,37429139818.756355,3.1217,37429139818.76,,2023-07-21T07:38:00.000Z,,,,,,2023-07-21 14:00:37.508043,
5,3408,USD Coin,USDC,usd-coin,13396,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26913374367.253212,26913374367.253212,False,,6,,,,2023-07-21T07:38:00.000Z,1.0000065840333754,3120107439.0236087,8.2316,-0.01084814,-0.00066065,-0.01263566,-0.00895663,-0.00670729,-0.0200464,26913551565.80829,2.2446,26913551565.81,,2023-07-21T07:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-07-21 14:00:37.508043,
6,2010,Cardano,ADA,cardano,878,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34986721818.464,35999133396.871,False,,7,,,,2023-07-21T07:38:00.000Z,0.31322335600968815,284463713.6673827,-17.4826,-0.5744495,-1.25638495,-11.36939313,12.34162699,-13.88322263,-18.96274554,10958658423.756672,0.914,14095051020.44,,2023-07-21T07:38:00.000Z,,,,,,2023-07-21 14:00:37.508043,
7,5426,Solana,SOL,solana,490,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,403867993.89624214,552977704.0785625,True,,8,,,,2023-07-21T07:38:00.000Z,25.207879352741163,583508512.0799277,-12.3699,-0.49141849,-4.43716062,-11.34632247,49.49224555,27.84662216,18.01401328,10180655664.570076,0.8488,13939395249.17,,2023-07-21T07:38:00.000Z,,,,,,2023-07-21 14:00:37.508043,
8,74,Dogecoin,DOGE,dogecoin,748,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140259856383.70523,140259856383.70523,True,,9,,,,2023-07-21T07:38:00.000Z,0.07139435523401694,651761622.5461217,133.3676,-0.99138465,3.01907271,1.40433107,10.39191634,-0.61840275,-9.77590107,10013762011.73045,0.8348,10013762011.73,,2023-07-21T07:38:00.000Z,,,,,,2023-07-21 14:00:37.508043,
9,1958,TRON,TRX,tron,792,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89718864554.92064,89718956576.8705,True,,10,71659659264.0,5785441065.01929,,2023-07-21T07:38:00.000Z,0.08073497870964269,171158033.3720499,12.334,-0.11065991,1.07443622,-1.39448357,13.29588815,6.39812771,24.03065323,7243450619.694834,0.604,7243458049.08,,2023-07-21T07:38:00.000Z,,,,,,2023-07-21 14:00:37.508043,
10,3890,Polygon,MATIC,polygon,780,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,11,,,,2023-07-21T07:38:00.000Z,0.7611472196759154,375598952.261932,12.5662,-0.60772771,1.70487187,-11.0619234,17.2277853,-10.81632225,-25.04887212,7093487970.941915,0.5914,7611472196.76,,2023-07-21T07:38:00.000Z,,,,,,2023-07-21 14:00:37.508043,
11,2,Litecoin,LTC,litecoin,952,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73408301.72743528,84000000.0,False,,12,,,,2023-07-21T07:38:00.000Z,92.11574070459908,552033153.9250497,18.4849,-0.41564844,-1.44200347,-9.06729421,9.07506333,1.12013374,7.17971493,6762060087.4894,0.5638,7737722219.19,,2023-07-21T07:38:00.000Z,,,,,,2023-07-21 14:00:37.508043,
12,6636,Polkadot,DOT,polkadot-new,536,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1207149341.4378242,1336628218.743004,True,,13,,,,2023-07-21T07:38:00.000Z,5.459079820838741,248077778.1152104,100.4808,-1.0362538,4.25428108,-2.60837884,15.82498705,3.10173032,-7.68589141,6589924610.582002,0.5496,7296760136.9,,2023-07-21T07:38:00.000Z,,,,,,2023-07-21 14:00:37.508043,
13,11419,Toncoin,TON,toncoin,122,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,14,3414166606.0,4807291528.852402,,2023-07-21T07:38:00.000Z,1.4080424547543013,37250451.01932912,147.0856,0.56982968,2.42479276,3.93288046,1.2515031,-23.15945191,-38.16099055,4832249759.504329,0.403,7107176700.28,,2023-07-21T07:38:00.000Z,,,,,,2023-07-21 14:00:37.508043,
14,5805,Avalanche,AVAX,avalanche,468,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,345896659.1560127,432616109.1560127,False,,15,,,,2023-07-21T07:38:00.000Z,13.89946168875193,147673062.06009868,17.2289,-0.15710256,-1.03521978,-10.953098,13.18972878,-3.1833164,-18.42373151,4807777362.206284,0.4009,10007612415.9,,2023-07-21T07:38:00.000Z,,,,,,2023-07-21 14:00:37.508043,
0,1,Bitcoin,BTC,bitcoin,10353,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19435093.0,19435093.0,False,,1,,,,2023-07-21T08:02:00.000Z,29764.40807450561,14668456149.116749,8.4351,-0.30210857,-0.75799058,-4.35128503,3.0920492,10.82748222,9.0958999,578474039017.9674,48.2749,625052569564.62,,2023-07-21T08:02:00.000Z,,,,,,,2023-07-21 14:04:03.871585
